ANO_ELEICAO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NM_LOCAL_VOTACAO,QT_VOTOS_SAMIR,QT_VOTOS_VALIDOS_SECAO,Local_Busca_Geografica
2022,RIO BRANCO,1,64,ESCOLA DR. CARLOS VASCONCELOS,8,1236,"RIO BRANCO, Acre, Brasil, ESCOLA DR. CARLOS VASCONCELOS"
2022,RIO BRANCO,1,161,INSTITUTO SAO JOSE,10,1473,"RIO BRANCO, Acre, Brasil, INSTITUTO SAO JOSE"
2022,SENADOR GUIOMARD,8,149,ESCOLA ESTADUAL RURAL BOM DESTINO,2,1228,"SENADOR GUIOMARD, Acre, Brasil, ESCOLA ESTADUAL RURAL BOM DESTINO"
2022,RIO BRANCO,1,187,OCA RIO BRANCO,20,1066,"RIO BRANCO, Acre, Brasil, OCA RIO BRANCO"
2022,RIO BRANCO,9,265,ESCOLA ESTADUAL RURAL JORGE KALUME,48,1910,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL RURAL JORGE KALUME"
2022,RIO BRANCO,9,50,SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL - FUMBESA,5,1171,"RIO BRANCO, Acre, Brasil, SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL - FUMBESA"
2022,PORTO ACRE,1,607,ESCOLA MUNICIPAL NOVO HORIZONTE,2,1082,"PORTO ACRE, Acre, Brasil, ESCOLA MUNICIPAL NOVO HORIZONTE"
2022,RIO BRANCO,9,12,DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB),5,1350,"RIO BRANCO, Acre, Brasil, DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB)"
2022,MANOEL URBANO,3,52,CRECHE YÊDA,9,1279,"MANOEL URBANO, Acre, Brasil, CRECHE YÊDA"
2022,RIO BRANCO,1,468,ESCOLA BENFICA,4,2674,"RIO BRANCO, Acre, Brasil, ESCOLA BENFICA"
2022,RIO BRANCO,9,32,CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL,7,1457,"RIO BRANCO, Acre, Brasil, CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL"
2022,RIO BRANCO,9,287,ESCOLA ESTADUAL EDILSON FAÇANHA,7,1937,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL EDILSON FAÇANHA"
2022,TARAUACÁ,5,84,ESCOLA TUPANIR GAUDENCIO DA COSTA,1,1236,"TARAUACÁ, Acre, Brasil, ESCOLA TUPANIR GAUDENCIO DA COSTA"
2022,TARAUACÁ,5,13,ESCOLA TUPANIR GAUDENCIO DA COSTA,1,1236,"TARAUACÁ, Acre, Brasil, ESCOLA TUPANIR GAUDENCIO DA COSTA"
2022,RIO BRANCO,9,171,ESCOLA JOÃO PAULO I,5,1236,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO I"
2022,CAPIXABA,2,81,ESCOLA NOVA ESPERANCA,1,1066,"CAPIXABA, Acre, Brasil, ESCOLA NOVA ESPERANCA"
2022,RIO BRANCO,1,741,GABINETE DO VICE GOVERNADOR (ANTIGA SAI),2,3603,"RIO BRANCO, Acre, Brasil, GABINETE DO VICE GOVERNADOR (ANTIGA SAI)"
2022,RIO BRANCO,1,186,OCA RIO BRANCO,6,1066,"RIO BRANCO, Acre, Brasil, OCA RIO BRANCO"
2022,PLÁCIDO DE CASTRO,8,43,SESC PLACIDO DE CASTRO,4,1724,"PLÁCIDO DE CASTRO, Acre, Brasil, SESC PLACIDO DE CASTRO"
2022,SENADOR GUIOMARD,8,68,COLEGIO SANTO IZIDORO,3,1074,"SENADOR GUIOMARD, Acre, Brasil, COLEGIO SANTO IZIDORO"
2022,RIO BRANCO,9,390,ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO),9,2313,"RIO BRANCO, Acre, Brasil, ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO)"
2022,RIO BRANCO,1,649,ESCOLA RAIMUNDO MELO,8,3328,"RIO BRANCO, Acre, Brasil, ESCOLA RAIMUNDO MELO"
2022,RIO BRANCO,9,79,CENTRO CULTURAL E SOCIAL LYDIA HAMMES (ANTIGO INPA),8,1287,"RIO BRANCO, Acre, Brasil, CENTRO CULTURAL E SOCIAL LYDIA HAMMES (ANTIGO INPA)"
2022,RIO BRANCO,1,169,CONSELHO REGIONAL DE ENFERMAGEM - COREN,7,1554,"RIO BRANCO, Acre, Brasil, CONSELHO REGIONAL DE ENFERMAGEM - COREN"
2022,RIO BRANCO,9,178,CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,2,1775,"RIO BRANCO, Acre, Brasil, CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL"
2022,RIO BRANCO,9,321,ASSOC. COMERCIAL - ACISA,3,2070,"RIO BRANCO, Acre, Brasil, ASSOC. COMERCIAL - ACISA"
2022,RIO BRANCO,1,661,ESCOLA JORGE FELIX LAVOCAT,8,3352,"RIO BRANCO, Acre, Brasil, ESCOLA JORGE FELIX LAVOCAT"
2022,RIO BRANCO,1,501,ESCOLA GEORGETE ELUAN KALUME,19,1929,"RIO BRANCO, Acre, Brasil, ESCOLA GEORGETE ELUAN KALUME"
2022,BRASILÉIA,6,18,ESCOLA VITORIA SALVATIERRA CESAR,1,1104,"BRASILÉIA, Acre, Brasil, ESCOLA VITORIA SALVATIERRA CESAR"
2022,RIO BRANCO,1,494,COLÉGIO MILITAR DOM PEDRO II,9,2542,"RIO BRANCO, Acre, Brasil, COLÉGIO MILITAR DOM PEDRO II"
2022,RIO BRANCO,1,531,MINISTÉRIO DA AGRICULTURA - MAPA,3,3034,"RIO BRANCO, Acre, Brasil, MINISTÉRIO DA AGRICULTURA - MAPA"
2022,RIO BRANCO,9,224,UFAC - UNIVERSIDADE FEDERAL DO ACRE,6,1198,"RIO BRANCO, Acre, Brasil, UFAC - UNIVERSIDADE FEDERAL DO ACRE"
2022,PLÁCIDO DE CASTRO,8,112,ESCOLA JOSE VALMIR,3,1082,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA JOSE VALMIR"
2022,RIO BRANCO,1,39,ESCOLA PROF JOSE RODRIGUES LEITE - ETICA,4,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROF JOSE RODRIGUES LEITE - ETICA"
2022,RIO BRANCO,1,171,PALACIO DAS SECRETARIAS,6,1490,"RIO BRANCO, Acre, Brasil, PALACIO DAS SECRETARIAS"
2022,BRASILÉIA,6,17,ESCOLA VITORIA SALVATIERRA CESAR,1,1104,"BRASILÉIA, Acre, Brasil, ESCOLA VITORIA SALVATIERRA CESAR"
2022,PLÁCIDO DE CASTRO,8,80,ESCOLA CARMELIA ALVES,5,1031,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA CARMELIA ALVES"
2022,XAPURI,2,53,IFAC - CAMPUS XAPURI,2,1082,"XAPURI, Acre, Brasil, IFAC - CAMPUS XAPURI"
2022,RIO BRANCO,1,485,ESCOLA PAULO FREIRE,7,2542,"RIO BRANCO, Acre, Brasil, ESCOLA PAULO FREIRE"
2022,RIO BRANCO,1,835,INSTITUTO DE EDUCACAO LOURENCO FILHO,6,3581,"RIO BRANCO, Acre, Brasil, INSTITUTO DE EDUCACAO LOURENCO FILHO"
2022,PORTO ACRE,1,613,ESCOLA PUBLICA JADER SARAIVA MACHADO,2,1104,"PORTO ACRE, Acre, Brasil, ESCOLA PUBLICA JADER SARAIVA MACHADO"
2022,RIO BRANCO,9,343,ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS,5,2135,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS"
2022,MÂNCIO LIMA,4,216,ESCOLA FRANCISCO FREIRE DE CARVALHO,1,1120,"MÂNCIO LIMA, Acre, Brasil, ESCOLA FRANCISCO FREIRE DE CARVALHO"
2022,SENADOR GUIOMARD,8,70,ESCOLA MANOEL DA COSTA SOBRINHO,2,1171,"SENADOR GUIOMARD, Acre, Brasil, ESCOLA MANOEL DA COSTA SOBRINHO"
2022,BUJARI,9,4,ESCOLA EDMUNDO PINTO DE ALMEIDA NETO,3,1104,"BUJARI, Acre, Brasil, ESCOLA EDMUNDO PINTO DE ALMEIDA NETO"
2022,RIO BRANCO,1,62,ESCOLA DR. CARLOS VASCONCELOS,4,1236,"RIO BRANCO, Acre, Brasil, ESCOLA DR. CARLOS VASCONCELOS"
2022,RIO BRANCO,9,211,ESCOLA LUIZA BATISTA DE SOUZA,6,1066,"RIO BRANCO, Acre, Brasil, ESCOLA LUIZA BATISTA DE SOUZA"
2022,RIO BRANCO,1,449,ESCOLA JOSE CHALUB LEITE,8,2577,"RIO BRANCO, Acre, Brasil, ESCOLA JOSE CHALUB LEITE"
2022,PORTO ACRE,1,587,ESCOLA EDMUNDO PINTO DE ALMEIDA NETO,3,1023,"PORTO ACRE, Acre, Brasil, ESCOLA EDMUNDO PINTO DE ALMEIDA NETO"
2022,RIO BRANCO,1,699,ESCOLA GLÓRIA PEREZ,11,3468,"RIO BRANCO, Acre, Brasil, ESCOLA GLÓRIA PEREZ"
2022,RIO BRANCO,9,213,ESCOLA RURAL ALTO ALEGRE I,2,1686,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL ALTO ALEGRE I"
2022,BRASILÉIA,6,138,ESCOLA MARIA SOCORRO DE SOUZA FROTA,1,1040,"BRASILÉIA, Acre, Brasil, ESCOLA MARIA SOCORRO DE SOUZA FROTA"
2022,TARAUACÁ,5,11,ESCOLA PLACIDO DE CASTRO,3,1171,"TARAUACÁ, Acre, Brasil, ESCOLA PLACIDO DE CASTRO"
2022,XAPURI,2,10,ESCOLA LATIFE ZAINE KALUME,4,1252,"XAPURI, Acre, Brasil, ESCOLA LATIFE ZAINE KALUME"
2022,FEIJÓ,7,85,ESCOLA DE ENSINO FUNDAMENTAL SEVERINO CORDEIRO,2,1171,"FEIJÓ, Acre, Brasil, ESCOLA DE ENSINO FUNDAMENTAL SEVERINO CORDEIRO"
2022,BRASILÉIA,6,41,ESCOLA  KAIRALA JOSE KAIRALA,1,1066,"BRASILÉIA, Acre, Brasil, ESCOLA  KAIRALA JOSE KAIRALA"
2022,RIO BRANCO,9,191,INSTITUTO DE DESENV. DE EDUCAÇÃO PROF DOM MOACYR (COL.AGRÍCOLA),5,1180,"RIO BRANCO, Acre, Brasil, INSTITUTO DE DESENV. DE EDUCAÇÃO PROF DOM MOACYR (COL.AGRÍCOLA)"
2022,RIO BRANCO,1,28,PREFEITURA MUNICIPAL DE RIO BRANCO,8,1090,"RIO BRANCO, Acre, Brasil, PREFEITURA MUNICIPAL DE RIO BRANCO"
2022,PORTO ACRE,1,584,ESCOLA EDMUNDO PINTO DE ALMEIDA NETO,2,1023,"PORTO ACRE, Acre, Brasil, ESCOLA EDMUNDO PINTO DE ALMEIDA NETO"
2022,RIO BRANCO,1,647,ESCOLA SAMUEL BARREIRA,15,3310,"RIO BRANCO, Acre, Brasil, ESCOLA SAMUEL BARREIRA"
2022,BUJARI,9,3,ESCOLA EDMUNDO PINTO DE ALMEIDA NETO,2,1104,"BUJARI, Acre, Brasil, ESCOLA EDMUNDO PINTO DE ALMEIDA NETO"
2022,BRASILÉIA,6,3,CEDUP - CENTRO DE ESTUDOS EDUCAÇÃO PERMANENTE,1,2046,"BRASILÉIA, Acre, Brasil, CEDUP - CENTRO DE ESTUDOS EDUCAÇÃO PERMANENTE"
2022,RIO BRANCO,1,76,ESCOLA PROF. MARILENA MANSOUR (ANTIGA IRACEMA GOMES PEREIRA),9,1260,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. MARILENA MANSOUR (ANTIGA IRACEMA GOMES PEREIRA)"
2022,SENADOR GUIOMARD,8,32,COLEGIO SANTO IZIDORO,3,1074,"SENADOR GUIOMARD, Acre, Brasil, COLEGIO SANTO IZIDORO"
2022,RIO BRANCO,1,524,ESCOLA MUNICIPAL CHICO MENDES,5,2933,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL CHICO MENDES"
2022,RIO BRANCO,9,31,ESCOLA LUIZA BATISTA DE SOUZA,11,1066,"RIO BRANCO, Acre, Brasil, ESCOLA LUIZA BATISTA DE SOUZA"
2022,RIO BRANCO,9,405,FACULDADE UNINORTE,9,1899,"RIO BRANCO, Acre, Brasil, FACULDADE UNINORTE"
2022,BUJARI,9,419,ESCOLA EDMUNDO PINTO DE ALMEIDA NETO,4,1104,"BUJARI, Acre, Brasil, ESCOLA EDMUNDO PINTO DE ALMEIDA NETO"
2022,TARAUACÁ,5,34,ESCOLA JOSE AUGUSTO DE ARAUJO,2,1074,"TARAUACÁ, Acre, Brasil, ESCOLA JOSE AUGUSTO DE ARAUJO"
2022,RIO BRANCO,9,11,DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB),7,1350,"RIO BRANCO, Acre, Brasil, DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB)"
2022,RIO BRANCO,9,421,ESCOLA ESTADUAL EDILSON FAÇANHA,4,1937,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL EDILSON FAÇANHA"
2022,RIO BRANCO,9,193,ESCOLA PÚBLICA ÁUREA PIRES,6,1163,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ÁUREA PIRES"
2022,RIO BRANCO,1,813,ESCOLA ESTADUAL IZA MELLO,4,3433,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL IZA MELLO"
2022,RIO BRANCO,1,99,ESCOLA MARIA ANGÉLICA DE CASTRO,2,2569,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA ANGÉLICA DE CASTRO"
2022,RIO BRANCO,9,112,ESCOLA MUN PROF TEREZINHA MIGUÉIS (PROJ. FIGUEIRA - INCRA),3,1317,"RIO BRANCO, Acre, Brasil, ESCOLA MUN PROF TEREZINHA MIGUÉIS (PROJ. FIGUEIRA - INCRA)"
2022,RIO BRANCO,1,456,ESCOLA SANTO ANTONIO II,1,2666,"RIO BRANCO, Acre, Brasil, ESCOLA SANTO ANTONIO II"
2022,BRASILÉIA,6,57,ESCOLA VALERIA BISPO SABALA - KM 26,1,1180,"BRASILÉIA, Acre, Brasil, ESCOLA VALERIA BISPO SABALA - KM 26"
2022,RIO BRANCO,9,106,ESCOLA FLAVIANO FLÁVIO BAPTISTA,4,1635,"RIO BRANCO, Acre, Brasil, ESCOLA FLAVIANO FLÁVIO BAPTISTA"
2022,RIO BRANCO,9,294,COLÉGIO META III,11,1520,"RIO BRANCO, Acre, Brasil, COLÉGIO META III"
2022,RIO BRANCO,1,709,ESCOLA HUMBERTO SOARES,11,3492,"RIO BRANCO, Acre, Brasil, ESCOLA HUMBERTO SOARES"
2022,RIO BRANCO,9,295,ESCOLA LOURIVAL SOMBRA,8,1058,"RIO BRANCO, Acre, Brasil, ESCOLA LOURIVAL SOMBRA"
2022,RIO BRANCO,9,452,ASSOC. COMERCIAL - ACISA,2,2070,"RIO BRANCO, Acre, Brasil, ASSOC. COMERCIAL - ACISA"
2022,RIO BRANCO,9,358,ESCOLA MÁRIO LOBÃO,4,2194,"RIO BRANCO, Acre, Brasil, ESCOLA MÁRIO LOBÃO"
2022,PORTO ACRE,1,581,ESCOLA JOSE PLACIDO DE CASTRO,1,1015,"PORTO ACRE, Acre, Brasil, ESCOLA JOSE PLACIDO DE CASTRO"
2022,FEIJÓ,7,3,ESCOLA DE SEGUNDO GRAU JOSE GURGEL RABELO,1,1031,"FEIJÓ, Acre, Brasil, ESCOLA DE SEGUNDO GRAU JOSE GURGEL RABELO"
2022,RIO BRANCO,1,184,ESCOLA LOURIVAL PINHO,12,1643,"RIO BRANCO, Acre, Brasil, ESCOLA LOURIVAL PINHO"
2022,EPITACIOLÂNDIA,6,72,ESCOLA CASTELO BRANCO - KM 20,2,1317,"EPITACIOLÂNDIA, Acre, Brasil, ESCOLA CASTELO BRANCO - KM 20"
2022,RIO BRANCO,9,449,FUNDAÇÃO BRADESCO,3,1708,"RIO BRANCO, Acre, Brasil, FUNDAÇÃO BRADESCO"
2022,PLÁCIDO DE CASTRO,8,165,ESCOLA MUNICIPAL CARLOS JOSE DOS SANTOS,1,1597,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA MUNICIPAL CARLOS JOSE DOS SANTOS"
2022,SENA MADUREIRA,3,118,TRT - VARA DE SENA MADUREIRA,1,1465,"SENA MADUREIRA, Acre, Brasil, TRT - VARA DE SENA MADUREIRA"
2022,XAPURI,2,15,GRUPO ESCOLAR PLACIDO DE CASTRO,4,1074,"XAPURI, Acre, Brasil, GRUPO ESCOLAR PLACIDO DE CASTRO"
2022,RIO BRANCO,1,680,SERVIÇO SOCIAL DO COMÉRCIO (SESC BOSQUE),7,3395,"RIO BRANCO, Acre, Brasil, SERVIÇO SOCIAL DO COMÉRCIO (SESC BOSQUE)"
2022,PORTO ACRE,1,619,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VITÓRIA,5,1147,"PORTO ACRE, Acre, Brasil, ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VITÓRIA"
2022,RIO BRANCO,1,164,SERVICO SOCIAL DO COMERCIO (SESC CENTRO),7,2100,"RIO BRANCO, Acre, Brasil, SERVICO SOCIAL DO COMERCIO (SESC CENTRO)"
2022,RIO BRANCO,1,753,SECRETARIA ESTADUAL ADJUNTA DE LICITAÇÕES (CPL),2,3689,"RIO BRANCO, Acre, Brasil, SECRETARIA ESTADUAL ADJUNTA DE LICITAÇÕES (CPL)"
2022,RIO BRANCO,1,151,OCA RIO BRANCO,10,1066,"RIO BRANCO, Acre, Brasil, OCA RIO BRANCO"
2022,CRUZEIRO DO SUL,4,5,ESCOLA COMANDANTE BRAZ DE AGUIAR,2,1015,"CRUZEIRO DO SUL, Acre, Brasil, ESCOLA COMANDANTE BRAZ DE AGUIAR"
2022,RIO BRANCO,9,34,CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL,5,1457,"RIO BRANCO, Acre, Brasil, CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL"
2022,CAPIXABA,2,67,ESCOLA ARGENTINA PEREIRA FEITOSA,2,1015,"CAPIXABA, Acre, Brasil, ESCOLA ARGENTINA PEREIRA FEITOSA"
2022,RIO BRANCO,1,734,INSTITUTO DE EDUCACAO LOURENCO FILHO,7,3581,"RIO BRANCO, Acre, Brasil, INSTITUTO DE EDUCACAO LOURENCO FILHO"
2022,MANOEL URBANO,3,41,ESCOLA DOM PRÓPERO BERNARD,4,1228,"MANOEL URBANO, Acre, Brasil, ESCOLA DOM PRÓPERO BERNARD"
2022,RIO BRANCO,9,166,INSTITUTO DE DESENV. DE EDUCAÇÃO PROF DOM MOACYR (COL.AGRÍCOLA),3,1180,"RIO BRANCO, Acre, Brasil, INSTITUTO DE DESENV. DE EDUCAÇÃO PROF DOM MOACYR (COL.AGRÍCOLA)"
2022,RIO BRANCO,9,450,ESCOLA DOUTOR JOAO AGUIAR,8,2186,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR JOAO AGUIAR"
2022,RIO BRANCO,1,573,UNIDADE DE SAÚDE FRANCISCO RONEY MEIRELES,5,3263,"RIO BRANCO, Acre, Brasil, UNIDADE DE SAÚDE FRANCISCO RONEY MEIRELES"
2022,RIO BRANCO,9,243,ESCOLA MUN PROF TEREZINHA MIGUÉIS (PROJ. FIGUEIRA - INCRA),1,1848,"RIO BRANCO, Acre, Brasil, ESCOLA MUN PROF TEREZINHA MIGUÉIS (PROJ. FIGUEIRA - INCRA)"
2022,RIO BRANCO,9,266,ESCOLA ESTADUAL TEREZINHA KALUME,10,1961,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL TEREZINHA KALUME"
2022,RIO BRANCO,9,15,ESCOLA INFANTIL MONTEIRO LOBATO,13,1368,"RIO BRANCO, Acre, Brasil, ESCOLA INFANTIL MONTEIRO LOBATO"
2022,PLÁCIDO DE CASTRO,8,52,ESCOLA JOSE VALMIR,7,1082,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA JOSE VALMIR"
2022,RIO BRANCO,1,664,ESCOLA JORGE FELIX LAVOCAT,10,3352,"RIO BRANCO, Acre, Brasil, ESCOLA JORGE FELIX LAVOCAT"
2022,RIO BRANCO,9,26,ESCOLA LOURIVAL SOMBRA,8,1058,"RIO BRANCO, Acre, Brasil, ESCOLA LOURIVAL SOMBRA"
2022,RIO BRANCO,1,570,ESCOLA CASTELO BRANCO,9,3255,"RIO BRANCO, Acre, Brasil, ESCOLA CASTELO BRANCO"
2022,RIO BRANCO,9,216,ESCOLA BOA UNIÃO,4,1740,"RIO BRANCO, Acre, Brasil, ESCOLA BOA UNIÃO"
2022,RIO BRANCO,1,568,ESCOLA MUNICIPAL MONTE CASTELO,4,3247,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL MONTE CASTELO"
2022,RIO BRANCO,9,307,ESCOLA ESTADUAL TEREZINHA KALUME,8,1961,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL TEREZINHA KALUME"
2022,RIO BRANCO,1,146,TRIBUNAL REGIONAL DO TRABALHO - TRT,7,2461,"RIO BRANCO, Acre, Brasil, TRIBUNAL REGIONAL DO TRABALHO - TRT"
2022,RIO BRANCO,9,36,ESCOLA NATALINO DA SILVEIRA BRITO,14,1074,"RIO BRANCO, Acre, Brasil, ESCOLA NATALINO DA SILVEIRA BRITO"
2022,ACRELÂNDIA,8,199,ESCOLA MUNICIPAL JAIME ALENCAR,4,1180,"ACRELÂNDIA, Acre, Brasil, ESCOLA MUNICIPAL JAIME ALENCAR"
2022,RIO BRANCO,9,355,ESCOLA DOUTOR JOAO AGUIAR,7,2186,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR JOAO AGUIAR"
2022,CRUZEIRO DO SUL,4,420,ESCOLA PADRE CRISTÓVÃO FREIRE ARNAUD,2,1198,"CRUZEIRO DO SUL, Acre, Brasil, ESCOLA PADRE CRISTÓVÃO FREIRE ARNAUD"
2022,RIO BRANCO,1,543,ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA),5,2550,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA)"
2022,EPITACIOLÂNDIA,6,68,ESCOLA RAIMUNDA DA CUNHA AIRES,1,1058,"EPITACIOLÂNDIA, Acre, Brasil, ESCOLA RAIMUNDA DA CUNHA AIRES"
2022,RIO BRANCO,9,214,ESCOLA CLÍNIO BRANDÃO,1,1244,"RIO BRANCO, Acre, Brasil, ESCOLA CLÍNIO BRANDÃO"
2022,RIO BRANCO,9,158,ESCOLA TANCREDO NEVES,7,1104,"RIO BRANCO, Acre, Brasil, ESCOLA TANCREDO NEVES"
2022,RIO BRANCO,9,185,ESCOLA MARILDA GOUVEIA VIANA,5,1600,"RIO BRANCO, Acre, Brasil, ESCOLA MARILDA GOUVEIA VIANA"
2022,RIO BRANCO,9,407,ESCOLA MARINA VICENTE GOMES,2,2046,"RIO BRANCO, Acre, Brasil, ESCOLA MARINA VICENTE GOMES"
2022,RIO BRANCO,1,25,COLÉGIO ESTADUAL BARÃO DO RIO BRANCO,7,1031,"RIO BRANCO, Acre, Brasil, COLÉGIO ESTADUAL BARÃO DO RIO BRANCO"
2022,RIO BRANCO,1,75,ESCOLA PROF. MARILENA MANSOUR (ANTIGA IRACEMA GOMES PEREIRA),2,1260,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. MARILENA MANSOUR (ANTIGA IRACEMA GOMES PEREIRA)"
2022,RIO BRANCO,9,244,ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA,4,1333,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA"
2022,RIO BRANCO,9,239,CRECHE HILDA BRAGA,7,1856,"RIO BRANCO, Acre, Brasil, CRECHE HILDA BRAGA"
2022,SENADOR GUIOMARD,8,33,ESCOLA VEIGA CABRAL,3,1082,"SENADOR GUIOMARD, Acre, Brasil, ESCOLA VEIGA CABRAL"
2022,RIO BRANCO,1,519,ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA),7,2550,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA)"
2022,RIO BRANCO,9,164,DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB),10,1350,"RIO BRANCO, Acre, Brasil, DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB)"
2022,RIO BRANCO,9,128,ESCOLA MARIA RAIMUNDA BALBINO DA SILVA,6,1295,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA RAIMUNDA BALBINO DA SILVA"
2022,RIO BRANCO,1,369,ESCOLA PROF JOSE RODRIGUES LEITE - ETICA,4,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROF JOSE RODRIGUES LEITE - ETICA"
2022,RIO BRANCO,1,637,ESCOLA NEUTEL MAIA,12,3298,"RIO BRANCO, Acre, Brasil, ESCOLA NEUTEL MAIA"
2022,FEIJÓ,7,40,ESCOLA DE ENSINO FUNDAMENTAL DR. EIRALDO CARNEIRO DE FRANCA,1,1180,"FEIJÓ, Acre, Brasil, ESCOLA DE ENSINO FUNDAMENTAL DR. EIRALDO CARNEIRO DE FRANCA"
2022,RIO BRANCO,9,167,ESCOLA PÚBLICA ÁUREA PIRES,6,1163,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ÁUREA PIRES"
2022,RIO BRANCO,9,238,FUNDAÇÃO BRADESCO,5,1708,"RIO BRANCO, Acre, Brasil, FUNDAÇÃO BRADESCO"
2022,TARAUACÁ,5,94,ESCOLA DE ENSINO FUND. PROF. RILZA MARIA DANIEL DO NASCIMENTO,1,1350,"TARAUACÁ, Acre, Brasil, ESCOLA DE ENSINO FUND. PROF. RILZA MARIA DANIEL DO NASCIMENTO"
2022,RIO BRANCO,1,173,ESCOLA PROF JOSE RODRIGUES LEITE - ETICA,7,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROF JOSE RODRIGUES LEITE - ETICA"
2022,RIO BRANCO,1,806,ESCOLA PIMENTEL GOMES,6,3336,"RIO BRANCO, Acre, Brasil, ESCOLA PIMENTEL GOMES"
2022,ACRELÂNDIA,8,232,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,6,1120,"ACRELÂNDIA, Acre, Brasil, ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES"
2022,RIO BRANCO,9,348,ESCOLA PROFESSOR ALVARO VIEIRA DA ROCHA,1,2160,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSOR ALVARO VIEIRA DA ROCHA"
2022,RIO BRANCO,9,90,ESCOLA SHEILA MARIA NASSERALA,9,1210,"RIO BRANCO, Acre, Brasil, ESCOLA SHEILA MARIA NASSERALA"
2022,SENADOR GUIOMARD,8,98,ESCOLA MARIA AUXILIADORA QUEIROZ,4,1201,"SENADOR GUIOMARD, Acre, Brasil, ESCOLA MARIA AUXILIADORA QUEIROZ"
2022,RIO BRANCO,1,316,ESCOLA RURAL ERCÍLIA FEITOSA GOMES,11,1759,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL ERCÍLIA FEITOSA GOMES"
2022,RIO BRANCO,1,37,COLEGIO ACREANO,10,1139,"RIO BRANCO, Acre, Brasil, COLEGIO ACREANO"
2022,RIO BRANCO,1,35,ESCOLA PROF JOSE RODRIGUES LEITE - ETICA,11,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROF JOSE RODRIGUES LEITE - ETICA"
