ANO_ELEICAO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NM_LOCAL_VOTACAO,QT_VOTOS_SAMIR,QT_VOTOS_VALIDOS_SECAO,Local_Busca_Geografica
2024,RIO BRANCO,9,95,ESCOLA JOÃO PAULO I,9,1236,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO I"
2024,RIO BRANCO,9,400,ESCOLA ISMAEL GOMES DE CARVALHO,5,2330,"RIO BRANCO, Acre, Brasil, ESCOLA ISMAEL GOMES DE CARVALHO"
2024,RIO BRANCO,9,266,ESCOLA ESTADUAL TEREZINHA KALUME,13,1961,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL TEREZINHA KALUME"
2024,RIO BRANCO,1,850,ESCOLA GLÓRIA PEREZ,4,3468,"RIO BRANCO, Acre, Brasil, ESCOLA GLÓRIA PEREZ"
2024,RIO BRANCO,1,820,ESCOLA GLÓRIA PEREZ,10,3468,"RIO BRANCO, Acre, Brasil, ESCOLA GLÓRIA PEREZ"
2024,RIO BRANCO,9,344,ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS,9,2135,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS"
2024,RIO BRANCO,1,435,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA E TRANSPORTE - DNIT,2,2585,"RIO BRANCO, Acre, Brasil, DEPARTAMENTO NACIONAL DE INFRAESTRUTURA E TRANSPORTE - DNIT"
2024,RIO BRANCO,1,654,ESCOLA PIMENTEL GOMES,8,3336,"RIO BRANCO, Acre, Brasil, ESCOLA PIMENTEL GOMES"
2024,RIO BRANCO,9,166,INSTITUTO FEDERAL DO ACRE (IFAC) - TRANSACREANA,5,1180,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE (IFAC) - TRANSACREANA"
2024,RIO BRANCO,1,778,ESCOLA PADRE CARLOS CASAVECCHIA,5,3743,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE CARLOS CASAVECCHIA"
2024,RIO BRANCO,9,43,TRIBUNAL DE CONTAS DO ESTADO DO ACRE,6,1490,"RIO BRANCO, Acre, Brasil, TRIBUNAL DE CONTAS DO ESTADO DO ACRE"
2024,RIO BRANCO,1,843,SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO (SEPLAG - ANTIGA SDA),4,3476,"RIO BRANCO, Acre, Brasil, SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO (SEPLAG - ANTIGA SDA)"
2024,RIO BRANCO,9,89,ESCOLA JUVENAL ANTUNES,6,1589,"RIO BRANCO, Acre, Brasil, ESCOLA JUVENAL ANTUNES"
2024,RIO BRANCO,1,757,ESCOLA LUIZ DE CARVALHO FONTENELLE,8,3662,"RIO BRANCO, Acre, Brasil, ESCOLA LUIZ DE CARVALHO FONTENELLE"
2024,RIO BRANCO,1,327,BIBLIOTECA PÚBLICA ESTADUAL,10,2615,"RIO BRANCO, Acre, Brasil, BIBLIOTECA PÚBLICA ESTADUAL"
2024,RIO BRANCO,1,379,INSTITUTO IMACULADA CONCEICAO - CENEC,9,1465,"RIO BRANCO, Acre, Brasil, INSTITUTO IMACULADA CONCEICAO - CENEC"
2024,RIO BRANCO,1,450,ESCOLA ELIAS MANSOUR,2,2526,"RIO BRANCO, Acre, Brasil, ESCOLA ELIAS MANSOUR"
2024,RIO BRANCO,1,738,ESCOLA VOVO MOCINHA,13,3590,"RIO BRANCO, Acre, Brasil, ESCOLA VOVO MOCINHA"
2024,RIO BRANCO,1,566,ESCOLA MUNICIPAL MONTE CASTELO,5,3247,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL MONTE CASTELO"
2024,RIO BRANCO,9,129,UFAC - UNIVERSIDADE FEDERAL DO ACRE,5,1198,"RIO BRANCO, Acre, Brasil, UFAC - UNIVERSIDADE FEDERAL DO ACRE"
2024,RIO BRANCO,1,50,DERACRE,5,1171,"RIO BRANCO, Acre, Brasil, DERACRE"
2024,RIO BRANCO,9,143,ESCOLA  AFONSO PINTO DE MEDEIROS,9,1597,"RIO BRANCO, Acre, Brasil, ESCOLA  AFONSO PINTO DE MEDEIROS"
2024,RIO BRANCO,9,223,ESCOLA DE EDUCAÇÃO INFANTIL FREI PELEGRINO,3,1716,"RIO BRANCO, Acre, Brasil, ESCOLA DE EDUCAÇÃO INFANTIL FREI PELEGRINO"
2024,RIO BRANCO,9,224,UFAC - UNIVERSIDADE FEDERAL DO ACRE,13,1198,"RIO BRANCO, Acre, Brasil, UFAC - UNIVERSIDADE FEDERAL DO ACRE"
2024,RIO BRANCO,1,466,ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA),1,2550,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA)"
2024,RIO BRANCO,9,393,ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO),14,2313,"RIO BRANCO, Acre, Brasil, ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO)"
2024,RIO BRANCO,1,689,ESCOLA ESTADUAL IZA MELLO,4,3433,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL IZA MELLO"
2024,RIO BRANCO,9,141,ESCOLA PROFESSORA RAMONA M P DE CASTRO,12,1619,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA RAMONA M P DE CASTRO"
2024,RIO BRANCO,1,437,ESCOLA LEONCIO DE CARVALHO,3,2313,"RIO BRANCO, Acre, Brasil, ESCOLA LEONCIO DE CARVALHO"
2024,RIO BRANCO,1,547,ESCOLA MAURICILA SANTANA,3,2780,"RIO BRANCO, Acre, Brasil, ESCOLA MAURICILA SANTANA"
2024,RIO BRANCO,9,58,ESCOLA TANCREDO NEVES,6,1104,"RIO BRANCO, Acre, Brasil, ESCOLA TANCREDO NEVES"
2024,RIO BRANCO,9,407,ESCOLA MARINA VICENTE GOMES,5,2046,"RIO BRANCO, Acre, Brasil, ESCOLA MARINA VICENTE GOMES"
2024,RIO BRANCO,9,425,DEFENSORIA PÚBLICA DO ESTADO - DPE,10,2364,"RIO BRANCO, Acre, Brasil, DEFENSORIA PÚBLICA DO ESTADO - DPE"
2024,RIO BRANCO,9,144,ESCOLA JUVENAL ANTUNES,4,1589,"RIO BRANCO, Acre, Brasil, ESCOLA JUVENAL ANTUNES"
2024,RIO BRANCO,9,216,ESCOLA BOA UNIÃO,10,1740,"RIO BRANCO, Acre, Brasil, ESCOLA BOA UNIÃO"
2024,RIO BRANCO,9,418,ESCOLA DE ENSINO FUNDAMENTAL DO SERVIÇO SOCIAL DA INDÚSTRIA - SESI,5,2100,"RIO BRANCO, Acre, Brasil, ESCOLA DE ENSINO FUNDAMENTAL DO SERVIÇO SOCIAL DA INDÚSTRIA - SESI"
2024,RIO BRANCO,9,103,ESCOLA JOSÉ SALES DE ARAÚJO,10,1260,"RIO BRANCO, Acre, Brasil, ESCOLA JOSÉ SALES DE ARAÚJO"
2024,RIO BRANCO,1,795,ESCOLA CARMELITA BARBOSA MONTENEGRO,1,2968,"RIO BRANCO, Acre, Brasil, ESCOLA CARMELITA BARBOSA MONTENEGRO"
2024,RIO BRANCO,9,50,FUNDAÇÃO DO BEM ESTAR SOCIAL DO ACRE - FUNBESA,20,1171,"RIO BRANCO, Acre, Brasil, FUNDAÇÃO DO BEM ESTAR SOCIAL DO ACRE - FUNBESA"
2024,RIO BRANCO,9,369,ESCOLA EUFROSINA SILVA OLIVEIRA,4,2224,"RIO BRANCO, Acre, Brasil, ESCOLA EUFROSINA SILVA OLIVEIRA"
2024,RIO BRANCO,9,177,ESCOLA PÚBLICA ADALBERTO SENA,9,1139,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ADALBERTO SENA"
2024,RIO BRANCO,1,698,ESCOLA GLÓRIA PEREZ,5,3468,"RIO BRANCO, Acre, Brasil, ESCOLA GLÓRIA PEREZ"
2024,RIO BRANCO,9,77,ESCOLA PÚBLICA ÁUREA PIRES,9,1163,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ÁUREA PIRES"
2024,RIO BRANCO,1,486,ESCOLA BELO JARDIM,1,2798,"RIO BRANCO, Acre, Brasil, ESCOLA BELO JARDIM"
2024,RIO BRANCO,9,196,ESCOLA PROFESSORA RAMONA M P DE CASTRO,10,1619,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA RAMONA M P DE CASTRO"
2024,RIO BRANCO,1,173,ESCOLA PROFESSOR JOSÉ RODRIGUES LEITE (ÉTICA),13,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSOR JOSÉ RODRIGUES LEITE (ÉTICA)"
2024,RIO BRANCO,1,146,TRIBUNAL REGIONAL DO TRABALHO - TRT,2,2461,"RIO BRANCO, Acre, Brasil, TRIBUNAL REGIONAL DO TRABALHO - TRT"
2024,RIO BRANCO,9,287,ESCOLA ESTADUAL EDILSON FAÇANHA,6,1937,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL EDILSON FAÇANHA"
2024,RIO BRANCO,1,88,ESCOLA ANA TURAM MACHADO FALCAO,4,2402,"RIO BRANCO, Acre, Brasil, ESCOLA ANA TURAM MACHADO FALCAO"
2024,RIO BRANCO,9,315,SECRETARIA DE EDUCAÇÃO E CULTURA,13,1112,"RIO BRANCO, Acre, Brasil, SECRETARIA DE EDUCAÇÃO E CULTURA"
2024,RIO BRANCO,9,450,ESCOLA DOUTOR JOÃO AGUIAR,3,2186,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR JOÃO AGUIAR"
2024,RIO BRANCO,9,329,ESCOLA JOELMA OLIVEIRA DE LIMA,1,2097,"RIO BRANCO, Acre, Brasil, ESCOLA JOELMA OLIVEIRA DE LIMA"
2024,RIO BRANCO,9,366,ESCOLA ESTADUAL PROFESSORA ELOZIRA DOS SANTOS TOMÉ,3,2216,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL PROFESSORA ELOZIRA DOS SANTOS TOMÉ"
2024,RIO BRANCO,9,415,FACULDADE UNINORTE,4,1899,"RIO BRANCO, Acre, Brasil, FACULDADE UNINORTE"
2024,RIO BRANCO,9,13,ESCOLA IRMÃ MARIA GABRIELA SOARES,7,1643,"RIO BRANCO, Acre, Brasil, ESCOLA IRMÃ MARIA GABRIELA SOARES"
2024,RIO BRANCO,1,544,ESCOLA RURAL SÃO PEDRO I,4,2771,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL SÃO PEDRO I"
2024,RIO BRANCO,9,325,ESCOLA MUNICIPAL INFANTIL FRANCISCA ARAGAO DA SILVA,3,2089,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL INFANTIL FRANCISCA ARAGAO DA SILVA"
2024,RIO BRANCO,9,53,ESCOLA SERAFIM DA SILVA SALGADO,3,1090,"RIO BRANCO, Acre, Brasil, ESCOLA SERAFIM DA SILVA SALGADO"
2024,RIO BRANCO,1,776,COLÉGIO LATO SENSU,12,3735,"RIO BRANCO, Acre, Brasil, COLÉGIO LATO SENSU"
2024,RIO BRANCO,1,43,CENTRO DE EDUCAÇÃO DE JOVENS E ADULTOS - CEJA CENTRO,4,1074,"RIO BRANCO, Acre, Brasil, CENTRO DE EDUCAÇÃO DE JOVENS E ADULTOS - CEJA CENTRO"
2024,RIO BRANCO,1,545,ESCOLA PROF RAIMUNDA SILVA PARÁ,2,2895,"RIO BRANCO, Acre, Brasil, ESCOLA PROF RAIMUNDA SILVA PARÁ"
2024,RIO BRANCO,1,677,IDAF - AVIÁRIO,9,3387,"RIO BRANCO, Acre, Brasil, IDAF - AVIÁRIO"
2024,RIO BRANCO,9,63,ESCOLA FRANCISCO DE PAULA LEITE OITICICA,5,1538,"RIO BRANCO, Acre, Brasil, ESCOLA FRANCISCO DE PAULA LEITE OITICICA"
2024,RIO BRANCO,1,448,ESCOLA ANTONIA FERNANDES DE FREITAS,2,2470,"RIO BRANCO, Acre, Brasil, ESCOLA ANTONIA FERNANDES DE FREITAS"
2024,RIO BRANCO,9,197,ESCOLA  AFONSO PINTO DE MEDEIROS,4,1597,"RIO BRANCO, Acre, Brasil, ESCOLA  AFONSO PINTO DE MEDEIROS"
2024,RIO BRANCO,1,374,DERACRE,8,1171,"RIO BRANCO, Acre, Brasil, DERACRE"
2024,RIO BRANCO,1,804,ESCOLA ROBERTO SANCHES MUBARAC,3,1872,"RIO BRANCO, Acre, Brasil, ESCOLA ROBERTO SANCHES MUBARAC"
2024,RIO BRANCO,9,409,UFAC - UNIVERSIDADE FEDERAL DO ACRE,5,1198,"RIO BRANCO, Acre, Brasil, UFAC - UNIVERSIDADE FEDERAL DO ACRE"
2024,RIO BRANCO,9,318,IEPTEC - ANTIGO INSTITUTO FEDERAL DO ACRE - IFAC -  BAIXADA,4,1023,"RIO BRANCO, Acre, Brasil, IEPTEC - ANTIGO INSTITUTO FEDERAL DO ACRE - IFAC -  BAIXADA"
2024,RIO BRANCO,1,147,ACREPREVIDÊNCIA,10,2828,"RIO BRANCO, Acre, Brasil, ACREPREVIDÊNCIA"
2024,RIO BRANCO,9,117,ESCOLA PÚBLICA HELOÍSA MOURÃO MARQUES,6,1015,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA HELOÍSA MOURÃO MARQUES"
2024,RIO BRANCO,1,711,ESCOLA THEODOLINA FALCAO MACEDO,5,3506,"RIO BRANCO, Acre, Brasil, ESCOLA THEODOLINA FALCAO MACEDO"
2024,RIO BRANCO,1,829,ESCOLA FREI ANDRÉ MARIA FICARELLI,2,3778,"RIO BRANCO, Acre, Brasil, ESCOLA FREI ANDRÉ MARIA FICARELLI"
2024,RIO BRANCO,1,767,ESCOLA DR. MARIO DE OLIVEIRA,10,3700,"RIO BRANCO, Acre, Brasil, ESCOLA DR. MARIO DE OLIVEIRA"
2024,RIO BRANCO,1,695,ESCOLA GLÓRIA PEREZ,5,3468,"RIO BRANCO, Acre, Brasil, ESCOLA GLÓRIA PEREZ"
2024,RIO BRANCO,1,652,ESCOLA ESTADUAL RAIMUNDO HERMINIO DE MELO,11,3328,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL RAIMUNDO HERMINIO DE MELO"
2024,RIO BRANCO,9,270,ESCOLA TÉCNICA DE SAÚDE MARIA MOREIRA DA ROCHA,6,2410,"RIO BRANCO, Acre, Brasil, ESCOLA TÉCNICA DE SAÚDE MARIA MOREIRA DA ROCHA"
2024,RIO BRANCO,1,270,ESCOLA MUNICIPAL RAIMUNDO HERMINIO DE MELO,6,1848,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL RAIMUNDO HERMINIO DE MELO"
2024,RIO BRANCO,1,366,ESCOLA MADRE HILDEBRANDA DO PRA,1,2089,"RIO BRANCO, Acre, Brasil, ESCOLA MADRE HILDEBRANDA DO PRA"
2024,RIO BRANCO,9,342,ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS,7,2135,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA IONE PORTELA DA COSTA CASAS"
2024,RIO BRANCO,9,323,ASSOC. COMERCIAL - ACISA,10,2070,"RIO BRANCO, Acre, Brasil, ASSOC. COMERCIAL - ACISA"
2024,RIO BRANCO,1,330,ESCOLA MADRE HILDEBRANDA DO PRA,2,2089,"RIO BRANCO, Acre, Brasil, ESCOLA MADRE HILDEBRANDA DO PRA"
2024,RIO BRANCO,1,786,INSTITUTO FEDERAL DO ACRE - IFAC,7,3751,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE - IFAC"
2024,RIO BRANCO,1,316,ESCOLA RURAL ERCÍLIA FEITOSA GOMES,16,1759,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL ERCÍLIA FEITOSA GOMES"
2024,RIO BRANCO,1,494,ESCOLA PAULO FREIRE,3,2542,"RIO BRANCO, Acre, Brasil, ESCOLA PAULO FREIRE"
2024,RIO BRANCO,9,362,ESCOLA MUNICIPAL ANICE DIB JATENE,1,2208,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL ANICE DIB JATENE"
2024,RIO BRANCO,9,118,CEMEAC - CENTRO DE MÍDIAS EDU. DO ACRE (ANT. ESCOLA DARCY VARGAS),7,1228,"RIO BRANCO, Acre, Brasil, CEMEAC - CENTRO DE MÍDIAS EDU. DO ACRE (ANT. ESCOLA DARCY VARGAS)"
2024,RIO BRANCO,1,187,OCA RIO BRANCO,19,1066,"RIO BRANCO, Acre, Brasil, OCA RIO BRANCO"
2024,RIO BRANCO,1,672,ESCOLA BERTA VIEIRA DE ANDRADE,4,3379,"RIO BRANCO, Acre, Brasil, ESCOLA BERTA VIEIRA DE ANDRADE"
2024,RIO BRANCO,1,416,ESCOLA ANTONIA FERNANDES DE FREITAS,3,2470,"RIO BRANCO, Acre, Brasil, ESCOLA ANTONIA FERNANDES DE FREITAS"
2024,RIO BRANCO,1,668,ESCOLA  MOZART DONIZETE,4,3360,"RIO BRANCO, Acre, Brasil, ESCOLA  MOZART DONIZETE"
2024,RIO BRANCO,1,278,PALACIO DAS SECRETARIAS,9,1490,"RIO BRANCO, Acre, Brasil, PALACIO DAS SECRETARIAS"
2024,RIO BRANCO,1,63,ESCOLA DR. CARLOS VASCONCELOS,3,1236,"RIO BRANCO, Acre, Brasil, ESCOLA DR. CARLOS VASCONCELOS"
2024,RIO BRANCO,9,392,ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO),7,2313,"RIO BRANCO, Acre, Brasil, ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO)"
2024,RIO BRANCO,9,383,ESCOLA CHRIZARUBINA LEITÃO ABRAÃO,10,2283,"RIO BRANCO, Acre, Brasil, ESCOLA CHRIZARUBINA LEITÃO ABRAÃO"
2024,RIO BRANCO,1,47,ESCOLA MUNICIPAL RAIMUNDO HERMINIO DE MELO,4,1848,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL RAIMUNDO HERMINIO DE MELO"
2024,RIO BRANCO,1,827,SEST/SENAT,5,2690,"RIO BRANCO, Acre, Brasil, SEST/SENAT"
2024,RIO BRANCO,9,357,ESCOLA DOUTOR JOÃO AGUIAR,6,2186,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR JOÃO AGUIAR"
2024,RIO BRANCO,9,184,ESCOLA ALMADA BRITO,6,1724,"RIO BRANCO, Acre, Brasil, ESCOLA ALMADA BRITO"
2024,RIO BRANCO,9,272,SMZC - SECRETARIA MUNICIPAL E ZELADORIA DA CIDADE,5,1325,"RIO BRANCO, Acre, Brasil, SMZC - SECRETARIA MUNICIPAL E ZELADORIA DA CIDADE"
2024,RIO BRANCO,1,848,CEJA - SÃO FRANCISCO,4,3565,"RIO BRANCO, Acre, Brasil, CEJA - SÃO FRANCISCO"
2024,RIO BRANCO,9,113,SMZC - SECRETARIA MUNICIPAL E ZELADORIA DA CIDADE,4,1325,"RIO BRANCO, Acre, Brasil, SMZC - SECRETARIA MUNICIPAL E ZELADORIA DA CIDADE"
2024,RIO BRANCO,9,464,COLÉGIO MILITAR TIRADENTES,5,2380,"RIO BRANCO, Acre, Brasil, COLÉGIO MILITAR TIRADENTES"
2024,RIO BRANCO,9,273,ESCOLA IRMÃ MARIA GABRIELA SOARES,6,1643,"RIO BRANCO, Acre, Brasil, ESCOLA IRMÃ MARIA GABRIELA SOARES"
2024,RIO BRANCO,9,405,FACULDADE UNINORTE,10,1899,"RIO BRANCO, Acre, Brasil, FACULDADE UNINORTE"
2024,RIO BRANCO,9,438,FACULDADE UNINORTE,7,1899,"RIO BRANCO, Acre, Brasil, FACULDADE UNINORTE"
2024,RIO BRANCO,9,456,COLÉGIO MILITAR TIRADENTES,4,2380,"RIO BRANCO, Acre, Brasil, COLÉGIO MILITAR TIRADENTES"
2024,RIO BRANCO,1,528,ESCOLA DE EDUCAÇÃO INFANTIL WILLY VIANA DAS NEVES,1,2984,"RIO BRANCO, Acre, Brasil, ESCOLA DE EDUCAÇÃO INFANTIL WILLY VIANA DAS NEVES"
2024,RIO BRANCO,1,288,SENAI,9,2054,"RIO BRANCO, Acre, Brasil, SENAI"
2024,RIO BRANCO,1,148,ACREPREVIDÊNCIA,9,2828,"RIO BRANCO, Acre, Brasil, ACREPREVIDÊNCIA"
2024,RIO BRANCO,1,26,FORUM BARAO DO RIO BRANCO,10,1708,"RIO BRANCO, Acre, Brasil, FORUM BARAO DO RIO BRANCO"
2024,RIO BRANCO,9,377,CONAB - COMPANHIA NACIONAL DE ABASTECIMENTO,5,2259,"RIO BRANCO, Acre, Brasil, CONAB - COMPANHIA NACIONAL DE ABASTECIMENTO"
2024,RIO BRANCO,1,666,ESCOLA  MOZART DONIZETE,7,3360,"RIO BRANCO, Acre, Brasil, ESCOLA  MOZART DONIZETE"
2024,RIO BRANCO,1,657,ESCOLA PROFESSORA CLÍCIA GADELHA,6,3344,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSORA CLÍCIA GADELHA"
2024,RIO BRANCO,9,302,ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA,5,1333,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA"
2024,RIO BRANCO,9,12,ESCOLA INFANTIL MONTEIRO LOBATO,10,1368,"RIO BRANCO, Acre, Brasil, ESCOLA INFANTIL MONTEIRO LOBATO"
2024,RIO BRANCO,9,45,ESCOLA PADRE DIOGO FEIJÓ,11,1082,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE DIOGO FEIJÓ"
2024,RIO BRANCO,9,424,ESCOLA MUNICIPAL ANICE DIB JATENE,1,2208,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL ANICE DIB JATENE"
2024,RIO BRANCO,9,406,ESCOLA DOUTOR SANTIAGO DANTAS,9,1902,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR SANTIAGO DANTAS"
2024,RIO BRANCO,9,178,CRAS SOBRAL - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,4,1830,"RIO BRANCO, Acre, Brasil, CRAS SOBRAL - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL"
2024,RIO BRANCO,9,258,ESCOLA HENRIQUE LIMA,4,1201,"RIO BRANCO, Acre, Brasil, ESCOLA HENRIQUE LIMA"
2024,RIO BRANCO,1,794,ESCOLA RURAL BEIJA-FLOR,2,2844,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL BEIJA-FLOR"
2024,RIO BRANCO,1,419,SECRETARIA DE ESTADO DE MEIO AMBIENTE - SEMA,6,2755,"RIO BRANCO, Acre, Brasil, SECRETARIA DE ESTADO DE MEIO AMBIENTE - SEMA"
2024,RIO BRANCO,9,27,ESCOLA LOURIVAL SOMBRA,6,1058,"RIO BRANCO, Acre, Brasil, ESCOLA LOURIVAL SOMBRA"
2024,RIO BRANCO,9,91,ESCOLA SHEILA MARIA NASSERALA,10,1210,"RIO BRANCO, Acre, Brasil, ESCOLA SHEILA MARIA NASSERALA"
2024,RIO BRANCO,9,401,ESCOLA ISMAEL GOMES DE CARVALHO,4,2330,"RIO BRANCO, Acre, Brasil, ESCOLA ISMAEL GOMES DE CARVALHO"
2024,RIO BRANCO,9,370,ESCOLA EUFROSINA SILVA OLIVEIRA,1,2224,"RIO BRANCO, Acre, Brasil, ESCOLA EUFROSINA SILVA OLIVEIRA"
2024,RIO BRANCO,9,119,ESCOLA JOSÉ SALES DE ARAÚJO,9,1260,"RIO BRANCO, Acre, Brasil, ESCOLA JOSÉ SALES DE ARAÚJO"
2024,RIO BRANCO,1,719,SECRETARIA MUNICIPAL DE INFRAESTRUTURA E MOBILIDADE URBANA - SEINFRA,11,3956,"RIO BRANCO, Acre, Brasil, SECRETARIA MUNICIPAL DE INFRAESTRUTURA E MOBILIDADE URBANA - SEINFRA"
2024,RIO BRANCO,1,723,ESCOLA MARIA LÚCIA MOURA MARIN,7,3549,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA LÚCIA MOURA MARIN"
2024,RIO BRANCO,1,272,COLÉGIO ESTADUAL BARÃO DO RIO BRANCO,5,1031,"RIO BRANCO, Acre, Brasil, COLÉGIO ESTADUAL BARÃO DO RIO BRANCO"
2024,RIO BRANCO,9,69,ESCOLA PÚBLICA ALCIMAR LEITÃO,9,1147,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ALCIMAR LEITÃO"
2024,RIO BRANCO,1,13,SUPERINTENDÊNCIA DO MINISTÉRIO DO TRABALHO,13,1961,"RIO BRANCO, Acre, Brasil, SUPERINTENDÊNCIA DO MINISTÉRIO DO TRABALHO"
2024,RIO BRANCO,9,107,ESCOLA FLAVIANO FLÁVIO BAPTISTA,2,1635,"RIO BRANCO, Acre, Brasil, ESCOLA FLAVIANO FLÁVIO BAPTISTA"
2024,RIO BRANCO,1,485,ESCOLA PAULO FREIRE,3,2542,"RIO BRANCO, Acre, Brasil, ESCOLA PAULO FREIRE"
2024,RIO BRANCO,9,245,ESCOLA TANCREDO NEVES,6,1104,"RIO BRANCO, Acre, Brasil, ESCOLA TANCREDO NEVES"
2024,RIO BRANCO,1,511,ESCOLA RURAL ERCÍLIA FEITOSA GOMES,13,1759,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL ERCÍLIA FEITOSA GOMES"
2024,RIO BRANCO,1,468,ESCOLA BENFICA,6,2674,"RIO BRANCO, Acre, Brasil, ESCOLA BENFICA"
2024,RIO BRANCO,1,790,ESCOLA MUNICIPAL LUIZA CARNEIRO DANTAS,4,3573,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL LUIZA CARNEIRO DANTAS"
2024,RIO BRANCO,1,164,MUSEU DOS POVOS ACREANOS,4,2100,"RIO BRANCO, Acre, Brasil, MUSEU DOS POVOS ACREANOS"
2024,RIO BRANCO,9,284,ESCOLA BOA UNIÃO,9,1740,"RIO BRANCO, Acre, Brasil, ESCOLA BOA UNIÃO"
2024,RIO BRANCO,9,455,ESCOLA DE ENSINO FUNDAMENTAL DO SERVIÇO SOCIAL DA INDÚSTRIA - SESI,3,2100,"RIO BRANCO, Acre, Brasil, ESCOLA DE ENSINO FUNDAMENTAL DO SERVIÇO SOCIAL DA INDÚSTRIA - SESI"
2024,RIO BRANCO,1,27,COLÉGIO ESTADUAL BARÃO DO RIO BRANCO,6,1031,"RIO BRANCO, Acre, Brasil, COLÉGIO ESTADUAL BARÃO DO RIO BRANCO"
2024,RIO BRANCO,9,169,ESCOLA FRANCISCO SALGADO FILHO,7,1031,"RIO BRANCO, Acre, Brasil, ESCOLA FRANCISCO SALGADO FILHO"
2024,RIO BRANCO,9,231,ESCOLA PÚBLICA ALCIMAR LEITÃO,8,1147,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ALCIMAR LEITÃO"
2024,RIO BRANCO,1,271,COLEGIO ACREANO,16,1139,"RIO BRANCO, Acre, Brasil, COLEGIO ACREANO"
2024,RIO BRANCO,9,14,ESCOLA INFANTIL MONTEIRO LOBATO,8,1368,"RIO BRANCO, Acre, Brasil, ESCOLA INFANTIL MONTEIRO LOBATO"
2024,RIO BRANCO,1,784,INSTITUTO FEDERAL DO ACRE - IFAC,15,3751,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE - IFAC"
2024,RIO BRANCO,9,140,ESCOLA FREI THIAGO MARIA MATIOLI,8,1627,"RIO BRANCO, Acre, Brasil, ESCOLA FREI THIAGO MARIA MATIOLI"
2024,RIO BRANCO,9,125,ESCOLA MUNICIPAL ANGELINA GONÇALVES DE SOUZA,5,1040,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL ANGELINA GONÇALVES DE SOUZA"
