DT_GERACAO,HH_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,NR_CEP,LATITUDE,LONGITUDE,DS_SITU_LOCAL_VOTACAO,DS_SITU_SECAO,DS_SITU_SECAO_ACESSIBILIDADE,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,QT_ELEITOR_ELEICAO_ESTADUAL,ID_SECAO_2026,ID_LOCAL_2026,TERRITORIO_2026,RURAL_IDENTIFICADA,FONTE_CLASSIFICACAO_TERRITORIAL,CONFIANCA_CLASSIFICACAO_TERRITORIAL,LOCAL_ATIVO
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,8,1015,ESCOLA ALTINA MAGALHAES,BR 364 - KM 114 S/N,ZONA RURAL,69945000,-9.8276915,-66.8806614,ATIVO,ATIVO,Com acessibilidade,214,214,214,01120|8|8,01120|8|1015,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,9,1015,ESCOLA ALTINA MAGALHAES,BR 364 - KM 114 S/N,ZONA RURAL,69945000,-9.8276915,-66.8806614,ATIVO,ATIVO,Com acessibilidade,216,216,216,01120|8|9,01120|8|1015,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,83,1015,ESCOLA ALTINA MAGALHAES,BR 364 - KM 114 S/N,ZONA RURAL,69945000,-9.8276915,-66.8806614,ATIVO,ATIVO,Com acessibilidade,217,217,217,01120|8|83,01120|8|1015,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,143,1015,ESCOLA ALTINA MAGALHAES,BR 364 - KM 114 S/N,ZONA RURAL,69945000,-9.8276915,-66.8806614,ATIVO,ATIVO,Com acessibilidade,218,218,218,01120|8|143,01120|8|1015,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,233,1015,ESCOLA ALTINA MAGALHAES,BR 364 - KM 114 S/N,ZONA RURAL,69945000,-9.8276915,-66.8806614,ATIVO,ATIVO,Com acessibilidade,214,214,214,01120|8|233,01120|8|1015,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,64,1023,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,AV PARANA COM RUA DOS PINHEIROS,CENTRO,69945000,-10.07847,-67.0559373,ATIVO,ATIVO,Sem acessibilidade,245,245,245,01120|8|64,01120|8|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,72,1023,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,AV PARANA COM RUA DOS PINHEIROS,CENTRO,69945000,-10.07847,-67.0559373,ATIVO,ATIVO,Sem acessibilidade,241,241,241,01120|8|72,01120|8|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,77,1023,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,AV PARANA COM RUA DOS PINHEIROS,CENTRO,69945000,-10.07847,-67.0559373,ATIVO,ATIVO,Sem acessibilidade,244,244,244,01120|8|77,01120|8|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,84,1023,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,AV PARANA COM RUA DOS PINHEIROS,CENTRO,69945000,-10.07847,-67.0559373,ATIVO,ATIVO,Sem acessibilidade,245,245,245,01120|8|84,01120|8|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,224,1023,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,AV PARANA COM RUA DOS PINHEIROS,CENTRO,69945000,-10.07847,-67.0559373,ATIVO,ATIVO,Sem acessibilidade,241,241,241,01120|8|224,01120|8|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,85,1031,ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO,AC 475 VILA REDENCAO KM 15 RUA TEREZA DE JESUS PINTO N 298,ZONA RURAL,69945000,-10.0072256,-67.0387068,ATIVO,ATIVO,Sem acessibilidade,163,323,323,01120|8|85,01120|8|1031,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,160,1031,ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO,AC 475 VILA REDENCAO KM 15 RUA TEREZA DE JESUS PINTO N 298,ZONA RURAL,69945000,-10.0072256,-67.0387068,ATIVO,ATIVO,Sem acessibilidade,162,322,322,01120|8|160,01120|8|1031,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,178,1031,ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO,AC 475 VILA REDENCAO KM 15 RUA TEREZA DE JESUS PINTO N 298,ZONA RURAL,69945000,-10.0072256,-67.0387068,ATIVO,ATIVO,Sem acessibilidade,160,0,0,01120|8|178,01120|8|1031,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,237,1031,ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO,AC 475 VILA REDENCAO KM 15 RUA TEREZA DE JESUS PINTO N 298,ZONA RURAL,69945000,-10.0072256,-67.0387068,ATIVO,ATIVO,Sem acessibilidade,160,0,0,01120|8|237,01120|8|1031,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,95,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,180,180,180,01120|8|95,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,102,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,178,178,178,01120|8|102,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,132,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,180,180,180,01120|8|132,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,159,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,179,179,179,01120|8|159,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,205,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,181,181,181,01120|8|205,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,258,1040,ESCOLA SANTA LUCIA III,BR 364 KM 92 RAMAL S/N RAMAL GRANADA KM-16,ZONA RURAL,69945000,-9.812269,-67.094021,ATIVO,ATIVO,Com acessibilidade,179,179,179,01120|8|258,01120|8|1040,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,93,1058,CRECHE MUNICIPAL,AVENIDA PARANA N 366,CENTRO,69945000,-10.0772036,-67.0558128,ATIVO,ATIVO,Sem acessibilidade,174,174,174,01120|8|93,01120|8|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,125,1058,CRECHE MUNICIPAL,AVENIDA PARANA N 366,CENTRO,69945000,-10.0772036,-67.0558128,ATIVO,ATIVO,Sem acessibilidade,175,175,175,01120|8|125,01120|8|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,235,1058,CRECHE MUNICIPAL,AVENIDA PARANA N 366,CENTRO,69945000,-10.0772036,-67.0558128,ATIVO,ATIVO,Sem acessibilidade,177,177,177,01120|8|235,01120|8|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,257,1058,CRECHE MUNICIPAL,AVENIDA PARANA N 366,CENTRO,69945000,-10.0772036,-67.0558128,ATIVO,ATIVO,Sem acessibilidade,174,174,174,01120|8|257,01120|8|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,94,1066,ESCOLA NOVO HORIZONTE,RUA KESIA LOPES CARNEIRO 203,CENTRO,69945000,-10.0742461,-67.0585001,ATIVO,ATIVO,Sem acessibilidade,221,221,221,01120|8|94,01120|8|1066,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,99,1066,ESCOLA NOVO HORIZONTE,RUA KESIA LOPES CARNEIRO 203,CENTRO,69945000,-10.0742461,-67.0585001,ATIVO,ATIVO,Sem acessibilidade,219,219,219,01120|8|99,01120|8|1066,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,124,1066,ESCOLA NOVO HORIZONTE,RUA KESIA LOPES CARNEIRO 203,CENTRO,69945000,-10.0742461,-67.0585001,ATIVO,ATIVO,Sem acessibilidade,221,221,221,01120|8|124,01120|8|1066,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,146,1066,ESCOLA NOVO HORIZONTE,RUA KESIA LOPES CARNEIRO 203,CENTRO,69945000,-10.0742461,-67.0585001,ATIVO,ATIVO,Sem acessibilidade,218,218,218,01120|8|146,01120|8|1066,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,101,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,278,278,278,01120|8|101,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,115,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,284,284,284,01120|8|115,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,123,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,281,281,281,01120|8|123,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,142,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,284,284,284,01120|8|142,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,162,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,289,289,289,01120|8|162,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,272,1074,ESCOLA MARCILIO PONTES DOS SANTOS,RUA RIO DE JANEIRO N 1704,CENTRO,69945000,-10.07295,-67.048695,ATIVO,ATIVO,Sem acessibilidade,286,286,286,01120|8|272,01120|8|1074,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,164,1112,ASSOCIAÇÃO SERINGUEIRA PORTO DIAS,"BR 364, KM 108, RAMAL DO PELÉ KM 31, COLOCAÇÃO PALHAL",ZONA RURAL - CTA,69945000,-10.0111197,-66.7738611,ATIVO,ATIVO,Sem acessibilidade,182,182,182,01120|8|164,01120|8|1112,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,169,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,240,240,240,01120|8|169,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,181,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,247,247,247,01120|8|181,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,185,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,245,245,245,01120|8|185,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,186,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,243,243,243,01120|8|186,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,232,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,246,246,246,01120|8|232,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,256,1120,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,RUA MINAS GERAIS N 545,CENTRO,69945000,-10.0765917,-67.0512807,ATIVO,ATIVO,Sem acessibilidade,242,242,242,01120|8|256,01120|8|1120,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,182,1139,POLO UNIVERSITARIO DA UAB,RUA ADENILSON ROGERIO DE OLIVEIRA PROX. A ELETROACRE,CENTRO,69945000,-10.0734652,-67.054536,ATIVO,ATIVO,Sem acessibilidade,258,258,258,01120|8|182,01120|8|1139,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,215,1139,POLO UNIVERSITARIO DA UAB,RUA ADENILSON ROGERIO DE OLIVEIRA PROX. A ELETROACRE,CENTRO,69945000,-10.0734652,-67.054536,ATIVO,ATIVO,Sem acessibilidade,260,260,260,01120|8|215,01120|8|1139,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,199,1180,ESCOLA MUNICIPAL JAIME ALENCAR,AC 475 KM 5 QUADRA 7,ZONA RURAL - PORTO LUIZ I E II,69945000,-9.9891802,-66.9337197,ATIVO,ATIVO,Sem acessibilidade,193,258,258,01120|8|199,01120|8|1180,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,274,1180,ESCOLA MUNICIPAL JAIME ALENCAR,AC 475 KM 5 QUADRA 7,ZONA RURAL - PORTO LUIZ I E II,69945000,-9.9891802,-66.9337197,ATIVO,ATIVO,Sem acessibilidade,65,0,0,01120|8|274,01120|8|1180,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,198,1198,COLÉGIO AGRÍCOLA,BR 364 KM 6 RAMAL PROGRESSO KM 6,ZONA RURAL - RAMAL PROGRESSO,69945000,-9.84904,-66.849475,ATIVO,ATIVO,Sem acessibilidade,106,106,106,01120|8|198,01120|8|1198,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,117,1210,CENTRO DE REFERENCIA E ASSISTENCIA SOCIAL - CRAS,AV PARANÁ N 743,CENTRO,69945000,-10.0781454,-67.0554931,ATIVO,ATIVO,Sem acessibilidade,199,199,199,01120|8|117,01120|8|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01120,ACRELÂNDIA,8,209,1210,CENTRO DE REFERENCIA E ASSISTENCIA SOCIAL - CRAS,AV PARANÁ N 743,CENTRO,69945000,-10.0781454,-67.0554931,ATIVO,ATIVO,Sem acessibilidade,196,196,196,01120|8|209,01120|8|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,27,1015,ESCOLA SIMON BOLIVAR,RUA DOM GIOCONDO MARIA GROTT N. 019,CENTRO,69935000,-10.9424505,-69.5678626,ATIVO,ATIVO,Sem acessibilidade,253,253,253,01570|6|27,01570|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,28,1015,ESCOLA SIMON BOLIVAR,RUA DOM GIOCONDO MARIA GROTT N. 019,CENTRO,69935000,-10.9424505,-69.5678626,ATIVO,ATIVO,Sem acessibilidade,252,252,252,01570|6|28,01570|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,36,1015,ESCOLA SIMON BOLIVAR,RUA DOM GIOCONDO MARIA GROTT N. 019,CENTRO,69935000,-10.9424505,-69.5678626,ATIVO,ATIVO,Sem acessibilidade,254,254,254,01570|6|36,01570|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,95,1015,ESCOLA SIMON BOLIVAR,RUA DOM GIOCONDO MARIA GROTT N. 019,CENTRO,69935000,-10.9424505,-69.5678626,ATIVO,ATIVO,Sem acessibilidade,259,259,259,01570|6|95,01570|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,29,1023,ESCOLA EDILSA MARIA BATISTA,RUA ENEIDE BATISTA N. 830,CASCATA,69935000,-10.94069469,-69.56312348,ATIVO,ATIVO,Com acessibilidade,314,314,314,01570|6|29,01570|6|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,73,1023,ESCOLA EDILSA MARIA BATISTA,RUA ENEIDE BATISTA N. 830,CASCATA,69935000,-10.94069469,-69.56312348,ATIVO,ATIVO,Com acessibilidade,309,309,309,01570|6|73,01570|6|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,130,1023,ESCOLA EDILSA MARIA BATISTA,RUA ENEIDE BATISTA N. 830,CASCATA,69935000,-10.94069469,-69.56312348,ATIVO,ATIVO,Com acessibilidade,310,310,310,01570|6|130,01570|6|1023,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,30,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,277,277,277,01570|6|30,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,31,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,278,278,278,01570|6|31,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,37,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,275,275,275,01570|6|37,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,43,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,278,278,278,01570|6|43,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,52,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,277,277,277,01570|6|52,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,90,1031,ESCOLA IRIS CELIA CABANELLAS ZANNINI,RUA ENEIDE BATISTA  525,CENTRO,69935000,-10.93979926,-69.56618909,ATIVO,ATIVO,Com acessibilidade,281,281,281,01570|6|90,01570|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,66,1228,ESCOLA MARIA FERREIRA DA SILVA,RUA JUVENAL DUARTE DE SOUZA S/N,BELA VISTA,69935000,-10.93874357,-69.55635616,ATIVO,ATIVO,Sem acessibilidade,374,374,374,01570|6|66,01570|6|1228,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,129,1228,ESCOLA MARIA FERREIRA DA SILVA,RUA JUVENAL DUARTE DE SOUZA S/N,BELA VISTA,69935000,-10.93874357,-69.55635616,ATIVO,ATIVO,Sem acessibilidade,372,372,372,01570|6|129,01570|6|1228,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,79,1236,ESCOLA 07 DE NOVEMBRO - SERINGAL ICURIÃ KM 76,SERINGAL ICURIA KM-76,ZONA RURAL,69935000,-10.44348246,-69.69624055,ATIVO,ATIVO,Sem acessibilidade,254,254,254,01570|6|79,01570|6|1236,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01570,ASSIS BRASIL,6,78,1244,ESCOLA BAIXA VERDE -  (DIVISÃO) 40 KM DE RAMAL,SERINGAL ICURIÃ - DIVISÃO,ZONA RURAL,69935000,-10.6683819,-69.59830941,ATIVO,ATIVO,Sem acessibilidade,188,188,188,01570|6|78,01570|6|1244,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
