DT_GERACAO,HH_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_ENDERECO,NM_BAIRRO,NR_CEP,LATITUDE,LONGITUDE,DS_SITU_LOCAL_VOTACAO,DS_SITU_SECAO,DS_SITU_SECAO_ACESSIBILIDADE,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,QT_ELEITOR_ELEICAO_ESTADUAL,ID_SECAO_2026,ID_LOCAL_2026,TERRITORIO_2026,RURAL_IDENTIFICADA,FONTE_CLASSIFICACAO_TERRITORIAL,CONFIANCA_CLASSIFICACAO_TERRITORIAL,LOCAL_ATIVO
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,301,2291,ESCOLA TAMÃKÃYÃ,ALDEIA INDÍGENA CAMPINAS - BR 364,ZONA RURAL,69980000,-7.7731614,-72.2017681,ATIVO,ATIVO,Com acessibilidade,196,196,196,01074|4|301,01074|4|2291,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,457,2291,ESCOLA TAMÃKÃYÃ,ALDEIA INDÍGENA CAMPINAS - BR 364,ZONA RURAL,69980000,-7.7731614,-72.2017681,ATIVO,ATIVO,Com acessibilidade,208,208,208,01074|4|457,01074|4|2291,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,305,2305,ESCOLA 17 DE NOVEMBRO,COMUNIDADE BELO JARDIM,ZONA RURAL,69980000,-7.5365883,-72.843605,ATIVO,ATIVO,Com acessibilidade,270,310,310,01074|4|305,01074|4|2305,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,493,2305,ESCOLA 17 DE NOVEMBRO,COMUNIDADE BELO JARDIM,ZONA RURAL,69980000,-7.5365883,-72.843605,ATIVO,ATIVO,Sem acessibilidade,40,0,0,01074|4|493,01074|4|2305,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,308,2313,ESCOLA GENERAL RONDON,RAMAL DA MARIANA I,ZONA RURAL,69980000,-7.67763371,-72.79676929,ATIVO,ATIVO,Com acessibilidade,220,220,220,01074|4|308,01074|4|2313,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,306,2321,ESCOLA EMÍDIO BRAGA DE VASCONCELOS (ANEXO),"BR - 307, 4324",BOCA DA ALEMANHA,69998000,-7.543624,-72.7794896,ATIVO,ATIVO,Com acessibilidade,143,143,143,01074|4|306,01074|4|2321,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,319,2330,ESCOLA SEBASTIANA SILENE VALENTE,RAMAL 2 - BR 364,ZONA RURAL,69980000,-7.7198896,-72.3528737,ATIVO,ATIVO,Com acessibilidade,220,220,220,01074|4|319,01074|4|2330,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,454,2330,ESCOLA SEBASTIANA SILENE VALENTE,RAMAL 2 - BR 364,ZONA RURAL,69980000,-7.7198896,-72.3528737,ATIVO,ATIVO,Com acessibilidade,114,114,114,01074|4|454,01074|4|2330,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,312,2348,ESCOLA DOM PEDRO II,BR - 307,SANTA TEREZINHA,69980000,-7.5886764,-72.6861734,ATIVO,ATIVO,Com acessibilidade,271,271,271,01074|4|312,01074|4|2348,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,404,2348,ESCOLA DOM PEDRO II,BR - 307,SANTA TEREZINHA,69980000,-7.5886764,-72.6861734,ATIVO,ATIVO,Com acessibilidade,276,276,276,01074|4|404,01074|4|2348,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,423,2348,ESCOLA DOM PEDRO II,BR - 307,SANTA TEREZINHA,69980000,-7.5886764,-72.6861734,ATIVO,ATIVO,Com acessibilidade,272,272,272,01074|4|423,01074|4|2348,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,460,2348,ESCOLA DOM PEDRO II,BR - 307,SANTA TEREZINHA,69980000,-7.5886764,-72.6861734,ATIVO,ATIVO,Com acessibilidade,276,276,276,01074|4|460,01074|4|2348,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,329,2356,ESCOLA VISCONDE DO RIO BRANCO,COMUNIDADE OLIVENÇA,MIRITIZAL,69998000,-7.63114458,-72.64292698,ATIVO,ATIVO,Com acessibilidade,278,278,278,01074|4|329,01074|4|2356,REVISAR CLASSIFICAÇÃO,False,"Indício territorial no nome, bairro ou endereço; requer conferência",BAIXA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,446,2364,ESCOLA RUI  BARBOSA,AVENIDA RIO JURUÁ,MIRITIZAL,69800000,-7.6539771,-72.6745514,ATIVO,ATIVO,Com acessibilidade,312,312,312,01074|4|446,01074|4|2364,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,452,2372,ESCOLA NEUZA BERNARDINO DE SOUZA,COMUNIDADE SIMPATIA - RIO JURUÁ,ZONA RURAL,69980000,-8.0879086,-72.7765739,ATIVO,ATIVO,Com acessibilidade,126,126,126,01074|4|452,01074|4|2372,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,450,2380,ESCOLA ARTHUR LEBRE I,COMUNIDADE BOA HORA - BR 364,ZONA RURAL,69980000,-7.9219522,-72.2760714,ATIVO,ATIVO,Com acessibilidade,118,118,118,01074|4|450,01074|4|2380,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,470,2410,ESCOLA NOSSA SENHORA APARECIDA,COMUNIDADE RIO CRÔA - BR 364,ZONA RURAL,69980000,-7.74490966,-72.55636345,ATIVO,ATIVO,Com acessibilidade,144,144,144,01074|4|470,01074|4|2410,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,472,2429,UNIDADE DE GESTÃO AMBIENTAL INTEGRADA - UGAI,"PONTE DO RIO LIBERDADE, BR - 364",ZONA RURAL,69980000,-7.7974468,-72.0275104,ATIVO,ATIVO,Com acessibilidade,288,288,288,01074|4|472,01074|4|2429,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,489,2429,UNIDADE DE GESTÃO AMBIENTAL INTEGRADA - UGAI,"PONTE DO RIO LIBERDADE, BR - 364",ZONA RURAL,69980000,-7.7974468,-72.0275104,ATIVO,ATIVO,Sem acessibilidade,286,286,286,01074|4|489,01074|4|2429,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,499,2437,ESCOLA PADRE ALFREDO NUSS,"ESTRADA DO AEROPORTO, N 530.",COHAB,69980000,-7.6249558,-72.6857932,ATIVO,ATIVO,Sem acessibilidade,212,212,212,01074|4|499,01074|4|2437,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,500,2445,ESCOLA  MARIA TEREZINHA DE JESUS SAAVEDRA,RUA NILO PEÇANHA N. 1070,SABOEIRO,69980000,-7.6380272,-72.6858864,ATIVO,ATIVO,Sem acessibilidade,168,168,168,01074|4|500,01074|4|2445,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,501,2453,ESCOLA/CRECHE IRMÃ MARIA SUZANA,RUA SANTO ANTÔNIO,MIRITIZAL,69980000,-7.6408418,-72.6614676,ATIVO,ATIVO,Sem acessibilidade,126,126,126,01074|4|501,01074|4|2453,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01074,CRUZEIRO DO SUL,4,502,2461,ESCOLA FRANCISCA BARROS DE OLIVEIRA,"RUA 23 DE OUTUBRO, SN, CONJUNTO JARDIM PRIMAVERA",SÃO JOSÉ,69980000,-7.6009814,-72.6680441,ATIVO,ATIVO,Sem acessibilidade,220,220,220,01074|4|502,01074|4|2461,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,46,1015,ESCOLA BRASIL BOLIVIA,RUA SÃO RAIMUNDO N. 26,CENTRO,69934000,-11.02984692,-68.74057774,ATIVO,ATIVO,Sem acessibilidade,297,297,297,01112|6|46,01112|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,59,1015,ESCOLA BRASIL BOLIVIA,RUA SÃO RAIMUNDO N. 26,CENTRO,69934000,-11.02984692,-68.74057774,ATIVO,ATIVO,Sem acessibilidade,302,302,302,01112|6|59,01112|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,86,1015,ESCOLA BRASIL BOLIVIA,RUA SÃO RAIMUNDO N. 26,CENTRO,69934000,-11.02984692,-68.74057774,ATIVO,ATIVO,Sem acessibilidade,295,295,295,01112|6|86,01112|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,144,1015,ESCOLA BRASIL BOLIVIA,RUA SÃO RAIMUNDO N. 26,CENTRO,69934000,-11.02984692,-68.74057774,ATIVO,ATIVO,Sem acessibilidade,300,300,300,01112|6|144,01112|6|1015,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,49,1031,ESCOLA JOANA RIBEIRO AMED,AV. SANTOS DUMONT. N. 6332,CENTRO,69932000,-11.02867465,-68.73738956,ATIVO,ATIVO,Sem acessibilidade,284,284,284,01112|6|49,01112|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,50,1031,ESCOLA JOANA RIBEIRO AMED,AV. SANTOS DUMONT. N. 6332,CENTRO,69932000,-11.02867465,-68.73738956,ATIVO,ATIVO,Sem acessibilidade,286,286,286,01112|6|50,01112|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,60,1031,ESCOLA JOANA RIBEIRO AMED,AV. SANTOS DUMONT. N. 6332,CENTRO,69932000,-11.02867465,-68.73738956,ATIVO,ATIVO,Sem acessibilidade,287,287,287,01112|6|60,01112|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,61,1031,ESCOLA JOANA RIBEIRO AMED,AV. SANTOS DUMONT. N. 6332,CENTRO,69932000,-11.02867465,-68.73738956,ATIVO,ATIVO,Sem acessibilidade,285,285,285,01112|6|61,01112|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,105,1031,ESCOLA JOANA RIBEIRO AMED,AV. SANTOS DUMONT. N. 6332,CENTRO,69932000,-11.02867465,-68.73738956,ATIVO,ATIVO,Sem acessibilidade,292,292,292,01112|6|105,01112|6|1031,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,34,1058,ESCOLA RAIMUNDA DA CUNHA AIRES,RUA SAO SEBASTIAO N. 496,JOSE HASSEM,69934000,-11.03146115,-68.74930641,ATIVO,ATIVO,Com acessibilidade,288,288,288,01112|6|34,01112|6|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,40,1058,ESCOLA RAIMUNDA DA CUNHA AIRES,RUA SAO SEBASTIAO N. 496,JOSE HASSEM,69934000,-11.03146115,-68.74930641,ATIVO,ATIVO,Com acessibilidade,288,288,288,01112|6|40,01112|6|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,51,1058,ESCOLA RAIMUNDA DA CUNHA AIRES,RUA SAO SEBASTIAO N. 496,JOSE HASSEM,69934000,-11.03146115,-68.74930641,ATIVO,ATIVO,Com acessibilidade,284,284,284,01112|6|51,01112|6|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,68,1058,ESCOLA RAIMUNDA DA CUNHA AIRES,RUA SAO SEBASTIAO N. 496,JOSE HASSEM,69934000,-11.03146115,-68.74930641,ATIVO,ATIVO,Com acessibilidade,285,285,285,01112|6|68,01112|6|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,116,1058,ESCOLA RAIMUNDA DA CUNHA AIRES,RUA SAO SEBASTIAO N. 496,JOSE HASSEM,69934000,-11.03146115,-68.74930641,ATIVO,ATIVO,Com acessibilidade,288,288,288,01112|6|116,01112|6|1058,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,22,1210,ESCOLA JOAO PEDRO DA SILVA,AV. AMAZONAS N. 699,LIBERDADE,69934000,-11.0241313,-68.74089349,ATIVO,ATIVO,Com acessibilidade,289,289,289,01112|6|22,01112|6|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,64,1210,ESCOLA JOAO PEDRO DA SILVA,AV. AMAZONAS N. 699,LIBERDADE,69934000,-11.0241313,-68.74089349,ATIVO,ATIVO,Com acessibilidade,285,285,285,01112|6|64,01112|6|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,77,1210,ESCOLA JOAO PEDRO DA SILVA,AV. AMAZONAS N. 699,LIBERDADE,69934000,-11.0241313,-68.74089349,ATIVO,ATIVO,Com acessibilidade,286,286,286,01112|6|77,01112|6|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,107,1210,ESCOLA JOAO PEDRO DA SILVA,AV. AMAZONAS N. 699,LIBERDADE,69934000,-11.0241313,-68.74089349,ATIVO,ATIVO,Com acessibilidade,292,292,292,01112|6|107,01112|6|1210,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,71,1252,ESCOLA LUIZ GONZAGA DA ROCHA - KM 09 VILA PROGRESSO,KM 09 VILA PROGRESSO,ZONA RURAL,69934000,-11.03099089,-68.66641793,ATIVO,ATIVO,Sem acessibilidade,231,231,231,01112|6|71,01112|6|1252,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,141,1252,ESCOLA LUIZ GONZAGA DA ROCHA - KM 09 VILA PROGRESSO,KM 09 VILA PROGRESSO,ZONA RURAL,69934000,-11.03099089,-68.66641793,ATIVO,ATIVO,Sem acessibilidade,229,229,229,01112|6|141,01112|6|1252,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,82,1287,ESCOLA JOSÉ HASSEM HALL FILHO,"RUA TANCREDO NEVES, N. 046",SATEL,69934000,-11.02423951,-68.74849319,ATIVO,ATIVO,Com acessibilidade,242,242,242,01112|6|82,01112|6|1287,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,125,1287,ESCOLA JOSÉ HASSEM HALL FILHO,"RUA TANCREDO NEVES, N. 046",SATEL,69934000,-11.02423951,-68.74849319,ATIVO,ATIVO,Com acessibilidade,255,255,255,01112|6|125,01112|6|1287,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,142,1287,ESCOLA JOSÉ HASSEM HALL FILHO,"RUA TANCREDO NEVES, N. 046",SATEL,69934000,-11.02423951,-68.74849319,ATIVO,ATIVO,Com acessibilidade,251,251,251,01112|6|142,01112|6|1287,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,163,1287,ESCOLA JOSÉ HASSEM HALL FILHO,"RUA TANCREDO NEVES, N. 046",SATEL,69934000,-11.02423951,-68.74849319,ATIVO,ATIVO,Sem acessibilidade,249,249,249,01112|6|163,01112|6|1287,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,9,1295,NÚCLEO ESTADUAL DE EDUCAÇÃO / SEE,AV. SANTOS DUMONT,CENTRO,69934000,-11.02868999,-68.7383753,ATIVO,ATIVO,Sem acessibilidade,282,282,282,01112|6|9,01112|6|1295,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,10,1295,NÚCLEO ESTADUAL DE EDUCAÇÃO / SEE,AV. SANTOS DUMONT,CENTRO,69934000,-11.02868999,-68.7383753,ATIVO,ATIVO,Sem acessibilidade,283,283,283,01112|6|10,01112|6|1295,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,42,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,293,293,293,01112|6|42,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,47,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,290,290,290,01112|6|47,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,48,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,292,292,292,01112|6|48,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,106,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,290,290,290,01112|6|106,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,123,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,295,295,295,01112|6|123,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,134,1309,ESCOLA BELA FLOR,BR 317 KM 01 S/N.,AEROPORTO,69934000,-11.03031303,-68.73490846,ATIVO,ATIVO,Sem acessibilidade,297,297,297,01112|6|134,01112|6|1309,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,69,1317,ESCOLA CASTELO BRANCO - KM 20,BR 317 KM 20,ZONA RURAL,69934000,-10.96079521,-68.59475006,ATIVO,ATIVO,Sem acessibilidade,227,227,227,01112|6|69,01112|6|1317,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,70,1317,ESCOLA CASTELO BRANCO - KM 20,BR 317 KM 20,ZONA RURAL,69934000,-10.96079521,-68.59475006,ATIVO,ATIVO,Sem acessibilidade,229,229,229,01112|6|70,01112|6|1317,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,72,1317,ESCOLA CASTELO BRANCO - KM 20,BR 317 KM 20,ZONA RURAL,69934000,-10.96079521,-68.59475006,ATIVO,ATIVO,Sem acessibilidade,229,229,229,01112|6|72,01112|6|1317,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,96,1317,ESCOLA CASTELO BRANCO - KM 20,BR 317 KM 20,ZONA RURAL,69934000,-10.96079521,-68.59475006,ATIVO,ATIVO,Sem acessibilidade,228,228,228,01112|6|96,01112|6|1317,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,97,1325,ESCOLA JOSÉ BENÍCIO MOREIRA - KM 37 ESTRADA VELHA (PRATA),KM 37 ESTRADA VELHA MAIS 09 KM DE RAMAL - COMUNIDADE PRATA,ZONA RURAL,69934000,-11.0203502,-68.4880208,ATIVO,ATIVO,Sem acessibilidade,246,246,246,01112|6|97,01112|6|1325,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,103,1333,ESCOLA ALCINO MONTEIRO DE OLIVEIRA - KM 33 (MATO GROSSO),BR 317 KM 33 MAIS 12 KM DE RAMAL - COMUNIDADE MATO GROSSO,ZONA RURAL,69934000,-10.90326105,-68.45727616,ATIVO,ATIVO,Sem acessibilidade,315,315,315,01112|6|103,01112|6|1333,RURAL IDENTIFICADA,True,Termo RURAL no bairro ou no nome do local no arquivo do TSE,ALTA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,124,1368,ESCOLA BELO PORVIR,"ESTRADA FONTINELE DE CASTRO - LOTEAMENTO CRUZEIRO DO SUL, QD 7 E 8",FONTINELE DE CASTRO,69934000,-11.03563796,-68.74408799,ATIVO,ATIVO,Com acessibilidade,271,271,271,01112|6|124,01112|6|1368,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,135,1368,ESCOLA BELO PORVIR,"ESTRADA FONTINELE DE CASTRO - LOTEAMENTO CRUZEIRO DO SUL, QD 7 E 8",FONTINELE DE CASTRO,69934000,-11.03563796,-68.74408799,ATIVO,ATIVO,Com acessibilidade,271,271,271,01112|6|135,01112|6|1368,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
03/08/2026,06:28:06,2026,AC,01112,EPITACIOLÂNDIA,6,151,1368,ESCOLA BELO PORVIR,"ESTRADA FONTINELE DE CASTRO - LOTEAMENTO CRUZEIRO DO SUL, QD 7 E 8",FONTINELE DE CASTRO,69934000,-11.03563796,-68.74408799,ATIVO,ATIVO,Com acessibilidade,276,276,276,01112|6|151,01112|6|1368,URBANA OU NÃO IDENTIFICADA COMO RURAL,False,Ausência de marcador rural nos campos públicos,MÉDIA,True
